"","practicecode","postcode","healthboard","ageband","malecount","femalecount","indeterminatecount","count","year","month","lsoa"
"6557","W95050","CF82 8FQ","Aneurin Bevan",6,56,72,0,128,2020,"April","W01001418"
"6558","W95050","CF82 8FQ","Aneurin Bevan",7,56,65,0,121,2020,"April","W01001418"
"6559","W95050","CF82 8FQ","Aneurin Bevan",8,50,42,0,92,2020,"April","W01001418"
"6560","W95050","CF82 8FQ","Aneurin Bevan",9,47,56,0,103,2020,"April","W01001418"
"6561","W95050","CF82 8FQ","Aneurin Bevan",10,49,56,0,105,2020,"April","W01001418"
"6562","W95050","CF82 8FQ","Aneurin Bevan",11,63,43,0,106,2020,"April","W01001418"
"6563","W95050","CF82 8FQ","Aneurin Bevan",12,41,41,0,82,2020,"April","W01001418"
"6564","W95050","CF82 8FQ","Aneurin Bevan",13,48,40,0,88,2020,"April","W01001418"
"6565","W95050","CF82 8FQ","Aneurin Bevan",14,42,41,0,83,2020,"April","W01001418"
"6566","W95050","CF82 8FQ","Aneurin Bevan",15,53,41,0,94,2020,"April","W01001418"
"6567","W95050","CF82 8FQ","Aneurin Bevan",16,45,33,0,78,2020,"April","W01001418"
"6568","W95050","CF82 8FQ","Aneurin Bevan",17,58,41,0,99,2020,"April","W01001418"
"6569","W95050","CF82 8FQ","Aneurin Bevan",18,41,48,0,89,2020,"April","W01001418"
"6570","W95050","CF82 8FQ","Aneurin Bevan",19,48,32,0,80,2020,"April","W01001418"
"6571","W95050","CF82 8FQ","Aneurin Bevan",20,41,33,0,74,2020,"April","W01001418"
"6572","W95050","CF82 8FQ","Aneurin Bevan",21,44,46,0,90,2020,"April","W01001418"
"6573","W95050","CF82 8FQ","Aneurin Bevan",22,46,39,0,85,2020,"April","W01001418"
"6574","W95050","CF82 8FQ","Aneurin Bevan",23,50,56,0,106,2020,"April","W01001418"
"6575","W95050","CF82 8FQ","Aneurin Bevan",24,49,42,0,91,2020,"April","W01001418"
"6576","W95050","CF82 8FQ","Aneurin Bevan",25,46,50,0,96,2020,"April","W01001418"
"6577","W95050","CF82 8FQ","Aneurin Bevan",26,39,67,0,106,2020,"April","W01001418"
"6578","W95050","CF82 8FQ","Aneurin Bevan",27,54,56,0,110,2020,"April","W01001418"
"6579","W95050","CF82 8FQ","Aneurin Bevan",28,61,72,0,133,2020,"April","W01001418"
"6580","W95050","CF82 8FQ","Aneurin Bevan",29,61,72,0,133,2020,"April","W01001418"
"6581","W95050","CF82 8FQ","Aneurin Bevan",30,45,68,0,113,2020,"April","W01001418"
"6582","W95050","CF82 8FQ","Aneurin Bevan",31,66,76,0,142,2020,"April","W01001418"
"6583","W95050","CF82 8FQ","Aneurin Bevan",32,69,53,0,122,2020,"April","W01001418"
"6584","W95050","CF82 8FQ","Aneurin Bevan",33,61,69,0,130,2020,"April","W01001418"
"6585","W95050","CF82 8FQ","Aneurin Bevan",34,66,74,0,140,2020,"April","W01001418"
"6586","W95050","CF82 8FQ","Aneurin Bevan",35,55,62,0,117,2020,"April","W01001418"
"6587","W95050","CF82 8FQ","Aneurin Bevan",36,52,64,0,116,2020,"April","W01001418"
"6588","W95050","CF82 8FQ","Aneurin Bevan",37,58,68,0,126,2020,"April","W01001418"
"6589","W95050","CF82 8FQ","Aneurin Bevan",38,72,51,0,123,2020,"April","W01001418"
"6590","W95050","CF82 8FQ","Aneurin Bevan",39,61,51,0,112,2020,"April","W01001418"
"6591","W95050","CF82 8FQ","Aneurin Bevan",40,66,54,0,120,2020,"April","W01001418"
"6592","W95050","CF82 8FQ","Aneurin Bevan",41,56,46,0,102,2020,"April","W01001418"
"6593","W95050","CF82 8FQ","Aneurin Bevan",42,48,42,0,90,2020,"April","W01001418"
"6594","W95050","CF82 8FQ","Aneurin Bevan",43,52,56,0,108,2020,"April","W01001418"
"6595","W95050","CF82 8FQ","Aneurin Bevan",44,49,50,0,99,2020,"April","W01001418"
"6596","W95050","CF82 8FQ","Aneurin Bevan",45,57,37,0,94,2020,"April","W01001418"
"6597","W95050","CF82 8FQ","Aneurin Bevan",46,43,50,0,93,2020,"April","W01001418"
"6598","W95050","CF82 8FQ","Aneurin Bevan",47,47,58,0,105,2020,"April","W01001418"
"6599","W95050","CF82 8FQ","Aneurin Bevan",48,62,66,0,128,2020,"April","W01001418"
"6600","W95050","CF82 8FQ","Aneurin Bevan",49,45,55,0,100,2020,"April","W01001418"
"6601","W95050","CF82 8FQ","Aneurin Bevan",50,56,63,0,119,2020,"April","W01001418"
"6602","W95050","CF82 8FQ","Aneurin Bevan",51,66,77,0,143,2020,"April","W01001418"
"6603","W95050","CF82 8FQ","Aneurin Bevan",52,77,62,0,139,2020,"April","W01001418"
"6604","W95050","CF82 8FQ","Aneurin Bevan",53,46,66,0,112,2020,"April","W01001418"
"6605","W95050","CF82 8FQ","Aneurin Bevan",54,61,54,0,115,2020,"April","W01001418"
"6606","W95050","CF82 8FQ","Aneurin Bevan",55,56,51,0,107,2020,"April","W01001418"
"6607","W95050","CF82 8FQ","Aneurin Bevan",56,53,52,0,105,2020,"April","W01001418"
"6608","W95050","CF82 8FQ","Aneurin Bevan",57,55,63,0,118,2020,"April","W01001418"
"6609","W95050","CF82 8FQ","Aneurin Bevan",58,52,47,0,99,2020,"April","W01001418"
"6610","W95050","CF82 8FQ","Aneurin Bevan",59,44,42,0,86,2020,"April","W01001418"
"6611","W95050","CF82 8FQ","Aneurin Bevan",60,49,44,0,93,2020,"April","W01001418"
"6612","W95050","CF82 8FQ","Aneurin Bevan",61,44,52,0,96,2020,"April","W01001418"
"6613","W95050","CF82 8FQ","Aneurin Bevan",62,40,44,0,84,2020,"April","W01001418"
"6614","W95050","CF82 8FQ","Aneurin Bevan",63,45,56,0,101,2020,"April","W01001418"
"6615","W95050","CF82 8FQ","Aneurin Bevan",64,38,40,0,78,2020,"April","W01001418"
"6616","W95050","CF82 8FQ","Aneurin Bevan",65,27,43,0,70,2020,"April","W01001418"
"6617","W95050","CF82 8FQ","Aneurin Bevan",66,42,47,0,89,2020,"April","W01001418"
"6618","W95050","CF82 8FQ","Aneurin Bevan",67,42,51,0,93,2020,"April","W01001418"
"6619","W95050","CF82 8FQ","Aneurin Bevan",68,42,31,0,73,2020,"April","W01001418"
"6620","W95050","CF82 8FQ","Aneurin Bevan",69,37,25,0,62,2020,"April","W01001418"
"6621","W95050","CF82 8FQ","Aneurin Bevan",70,45,47,0,92,2020,"April","W01001418"
"6622","W95050","CF82 8FQ","Aneurin Bevan",71,49,43,0,92,2020,"April","W01001418"
"6623","W95050","CF82 8FQ","Aneurin Bevan",72,38,35,0,73,2020,"April","W01001418"
"6624","W95050","CF82 8FQ","Aneurin Bevan",73,36,48,0,84,2020,"April","W01001418"
"6625","W95050","CF82 8FQ","Aneurin Bevan",74,17,30,0,47,2020,"April","W01001418"
"6626","W95050","CF82 8FQ","Aneurin Bevan",75,30,39,0,69,2020,"April","W01001418"
"6627","W95050","CF82 8FQ","Aneurin Bevan",76,31,34,0,65,2020,"April","W01001418"
"6628","W95050","CF82 8FQ","Aneurin Bevan",77,23,37,0,60,2020,"April","W01001418"
"6629","W95050","CF82 8FQ","Aneurin Bevan",78,27,43,0,70,2020,"April","W01001418"
"6630","W95050","CF82 8FQ","Aneurin Bevan",79,19,29,0,48,2020,"April","W01001418"
"6631","W95050","CF82 8FQ","Aneurin Bevan",80,20,20,0,40,2020,"April","W01001418"
"6632","W95050","CF82 8FQ","Aneurin Bevan",81,28,20,0,48,2020,"April","W01001418"
"6633","W95050","CF82 8FQ","Aneurin Bevan",82,18,23,0,41,2020,"April","W01001418"
"6634","W95050","CF82 8FQ","Aneurin Bevan",83,10,19,0,29,2020,"April","W01001418"
"6635","W95050","CF82 8FQ","Aneurin Bevan",84,13,5,0,18,2020,"April","W01001418"
"6636","W95050","CF82 8FQ","Aneurin Bevan",85,13,12,0,25,2020,"April","W01001418"
"6637","W95050","CF82 8FQ","Aneurin Bevan",86,5,10,0,15,2020,"April","W01001418"
"6638","W95050","CF82 8FQ","Aneurin Bevan",87,6,9,0,15,2020,"April","W01001418"
"6639","W95050","CF82 8FQ","Aneurin Bevan",88,5,11,0,16,2020,"April","W01001418"
"6640","W95050","CF82 8FQ","Aneurin Bevan",89,4,4,0,8,2020,"April","W01001418"
"6641","W95050","CF82 8FQ","Aneurin Bevan",90,5,11,0,16,2020,"April","W01001418"
"6642","W95050","CF82 8FQ","Aneurin Bevan",91,4,1,0,5,2020,"April","W01001418"
"6643","W95050","CF82 8FQ","Aneurin Bevan",92,4,5,0,9,2020,"April","W01001418"
"6644","W95050","CF82 8FQ","Aneurin Bevan",93,2,2,0,4,2020,"April","W01001418"
"6645","W95050","CF82 8FQ","Aneurin Bevan",94,2,3,0,5,2020,"April","W01001418"
"6646","W95059","CF83 3GH","Aneurin Bevan",0,49,50,0,99,2020,"April","W01001372"
"6647","W95059","CF83 3GH","Aneurin Bevan",1,55,49,0,104,2020,"April","W01001372"
"6648","W95059","CF83 3GH","Aneurin Bevan",2,42,46,0,88,2020,"April","W01001372"
"6649","W95059","CF83 3GH","Aneurin Bevan",3,56,36,0,92,2020,"April","W01001372"
"6650","W95059","CF83 3GH","Aneurin Bevan",4,55,60,0,115,2020,"April","W01001372"
"6651","W95059","CF83 3GH","Aneurin Bevan",5,55,53,0,108,2020,"April","W01001372"
"6652","W95059","CF83 3GH","Aneurin Bevan",6,57,55,0,112,2020,"April","W01001372"
"6653","W95059","CF83 3GH","Aneurin Bevan",7,68,62,0,130,2020,"April","W01001372"
"6654","W95059","CF83 3GH","Aneurin Bevan",8,63,53,0,116,2020,"April","W01001372"
"6655","W95059","CF83 3GH","Aneurin Bevan",9,65,65,0,130,2020,"April","W01001372"
"6656","W95059","CF83 3GH","Aneurin Bevan",10,67,54,0,121,2020,"April","W01001372"
"6657","W95059","CF83 3GH","Aneurin Bevan",11,67,66,0,133,2020,"April","W01001372"
"6658","W95059","CF83 3GH","Aneurin Bevan",12,67,58,0,125,2020,"April","W01001372"
"6659","W95059","CF83 3GH","Aneurin Bevan",13,60,67,0,127,2020,"April","W01001372"
"6660","W95059","CF83 3GH","Aneurin Bevan",14,68,63,0,131,2020,"April","W01001372"
"6661","W95059","CF83 3GH","Aneurin Bevan",15,74,54,0,128,2020,"April","W01001372"
"6662","W95059","CF83 3GH","Aneurin Bevan",16,52,47,0,99,2020,"April","W01001372"
"6663","W95059","CF83 3GH","Aneurin Bevan",17,67,37,0,104,2020,"April","W01001372"
"6664","W95059","CF83 3GH","Aneurin Bevan",18,54,48,0,102,2020,"April","W01001372"
"6665","W95059","CF83 3GH","Aneurin Bevan",19,38,36,0,74,2020,"April","W01001372"
"6666","W95059","CF83 3GH","Aneurin Bevan",20,55,45,0,100,2020,"April","W01001372"
"6667","W95059","CF83 3GH","Aneurin Bevan",21,60,52,0,112,2020,"April","W01001372"
"6668","W95059","CF83 3GH","Aneurin Bevan",22,59,41,0,100,2020,"April","W01001372"
"6669","W95059","CF83 3GH","Aneurin Bevan",23,61,55,0,116,2020,"April","W01001372"
"6670","W95059","CF83 3GH","Aneurin Bevan",24,63,53,0,116,2020,"April","W01001372"
"6671","W95059","CF83 3GH","Aneurin Bevan",25,64,51,0,115,2020,"April","W01001372"
"6672","W95059","CF83 3GH","Aneurin Bevan",26,54,70,0,124,2020,"April","W01001372"
"6673","W95059","CF83 3GH","Aneurin Bevan",27,56,51,0,107,2020,"April","W01001372"
"6674","W95059","CF83 3GH","Aneurin Bevan",28,57,63,0,120,2020,"April","W01001372"
"6675","W95059","CF83 3GH","Aneurin Bevan",29,73,64,0,137,2020,"April","W01001372"
"6676","W95059","CF83 3GH","Aneurin Bevan",30,40,64,0,104,2020,"April","W01001372"
"6677","W95059","CF83 3GH","Aneurin Bevan",31,52,61,0,113,2020,"April","W01001372"
"6678","W95059","CF83 3GH","Aneurin Bevan",32,60,78,0,138,2020,"April","W01001372"
"6679","W95059","CF83 3GH","Aneurin Bevan",33,61,66,0,127,2020,"April","W01001372"
"6680","W95059","CF83 3GH","Aneurin Bevan",34,56,89,0,145,2020,"April","W01001372"
"6681","W95059","CF83 3GH","Aneurin Bevan",35,72,75,0,147,2020,"April","W01001372"
"6682","W95059","CF83 3GH","Aneurin Bevan",36,63,75,0,138,2020,"April","W01001372"
"6683","W95059","CF83 3GH","Aneurin Bevan",37,68,73,0,141,2020,"April","W01001372"
"6684","W95059","CF83 3GH","Aneurin Bevan",38,70,49,0,119,2020,"April","W01001372"
"6685","W95059","CF83 3GH","Aneurin Bevan",39,62,72,0,134,2020,"April","W01001372"
"6686","W95059","CF83 3GH","Aneurin Bevan",40,65,67,0,132,2020,"April","W01001372"
"6687","W95059","CF83 3GH","Aneurin Bevan",41,72,70,0,142,2020,"April","W01001372"
"6688","W95059","CF83 3GH","Aneurin Bevan",42,66,78,0,144,2020,"April","W01001372"
"6689","W95059","CF83 3GH","Aneurin Bevan",43,52,58,0,110,2020,"April","W01001372"
"6690","W95059","CF83 3GH","Aneurin Bevan",44,71,62,0,133,2020,"April","W01001372"
"6691","W95059","CF83 3GH","Aneurin Bevan",45,62,73,0,135,2020,"April","W01001372"
"6692","W95059","CF83 3GH","Aneurin Bevan",46,72,66,0,138,2020,"April","W01001372"
"6693","W95059","CF83 3GH","Aneurin Bevan",47,53,63,0,116,2020,"April","W01001372"
"6694","W95059","CF83 3GH","Aneurin Bevan",48,73,69,0,142,2020,"April","W01001372"
"6695","W95059","CF83 3GH","Aneurin Bevan",49,60,76,0,136,2020,"April","W01001372"
"6696","W95059","CF83 3GH","Aneurin Bevan",50,82,66,0,148,2020,"April","W01001372"
"6697","W95059","CF83 3GH","Aneurin Bevan",51,68,88,0,156,2020,"April","W01001372"
"6698","W95059","CF83 3GH","Aneurin Bevan",52,67,81,0,148,2020,"April","W01001372"
"6699","W95059","CF83 3GH","Aneurin Bevan",53,78,73,0,151,2020,"April","W01001372"
"6700","W95059","CF83 3GH","Aneurin Bevan",54,66,68,0,134,2020,"April","W01001372"
"6701","W95059","CF83 3GH","Aneurin Bevan",55,58,66,0,124,2020,"April","W01001372"
"6702","W95059","CF83 3GH","Aneurin Bevan",56,71,70,0,141,2020,"April","W01001372"
"6703","W95059","CF83 3GH","Aneurin Bevan",57,73,54,0,127,2020,"April","W01001372"
"6704","W95059","CF83 3GH","Aneurin Bevan",58,61,77,0,138,2020,"April","W01001372"
"6705","W95059","CF83 3GH","Aneurin Bevan",59,58,47,0,105,2020,"April","W01001372"
"6706","W95059","CF83 3GH","Aneurin Bevan",60,60,57,0,117,2020,"April","W01001372"
"6707","W95059","CF83 3GH","Aneurin Bevan",61,44,59,0,103,2020,"April","W01001372"
"6708","W95059","CF83 3GH","Aneurin Bevan",62,59,65,0,124,2020,"April","W01001372"
"6709","W95059","CF83 3GH","Aneurin Bevan",63,68,69,0,137,2020,"April","W01001372"
"6710","W95059","CF83 3GH","Aneurin Bevan",64,73,57,0,130,2020,"April","W01001372"
"6711","W95059","CF83 3GH","Aneurin Bevan",65,53,62,0,115,2020,"April","W01001372"
"6712","W95059","CF83 3GH","Aneurin Bevan",66,57,65,0,122,2020,"April","W01001372"
"6713","W95059","CF83 3GH","Aneurin Bevan",67,51,64,0,115,2020,"April","W01001372"
"6714","W95059","CF83 3GH","Aneurin Bevan",68,46,57,0,103,2020,"April","W01001372"
"6715","W95059","CF83 3GH","Aneurin Bevan",69,44,53,0,97,2020,"April","W01001372"
"6716","W95059","CF83 3GH","Aneurin Bevan",70,45,50,0,95,2020,"April","W01001372"
"6717","W95059","CF83 3GH","Aneurin Bevan",71,40,50,0,90,2020,"April","W01001372"
"6718","W95059","CF83 3GH","Aneurin Bevan",72,55,51,0,106,2020,"April","W01001372"
"6719","W95059","CF83 3GH","Aneurin Bevan",73,44,56,0,100,2020,"April","W01001372"
"6720","W95059","CF83 3GH","Aneurin Bevan",74,50,41,0,91,2020,"April","W01001372"
"6721","W95059","CF83 3GH","Aneurin Bevan",75,35,47,0,82,2020,"April","W01001372"
"6722","W95059","CF83 3GH","Aneurin Bevan",76,33,35,0,68,2020,"April","W01001372"
"6723","W95059","CF83 3GH","Aneurin Bevan",77,26,41,0,67,2020,"April","W01001372"
"6724","W95059","CF83 3GH","Aneurin Bevan",78,31,27,0,58,2020,"April","W01001372"
"6725","W95059","CF83 3GH","Aneurin Bevan",79,19,31,0,50,2020,"April","W01001372"
"6726","W95059","CF83 3GH","Aneurin Bevan",80,21,34,0,55,2020,"April","W01001372"
"6727","W95059","CF83 3GH","Aneurin Bevan",81,21,30,0,51,2020,"April","W01001372"
"6728","W95059","CF83 3GH","Aneurin Bevan",82,15,20,0,35,2020,"April","W01001372"
"6729","W95059","CF83 3GH","Aneurin Bevan",83,19,37,0,56,2020,"April","W01001372"
"6730","W95059","CF83 3GH","Aneurin Bevan",84,15,22,0,37,2020,"April","W01001372"
"6731","W95059","CF83 3GH","Aneurin Bevan",85,17,21,0,38,2020,"April","W01001372"
"6732","W95059","CF83 3GH","Aneurin Bevan",86,8,18,0,26,2020,"April","W01001372"
"6733","W95059","CF83 3GH","Aneurin Bevan",87,11,18,0,29,2020,"April","W01001372"
"6734","W95059","CF83 3GH","Aneurin Bevan",88,4,12,0,16,2020,"April","W01001372"
"6735","W95059","CF83 3GH","Aneurin Bevan",89,11,12,0,23,2020,"April","W01001372"
"6736","W95059","CF83 3GH","Aneurin Bevan",90,3,12,0,15,2020,"April","W01001372"
"6737","W95059","CF83 3GH","Aneurin Bevan",91,5,8,0,13,2020,"April","W01001372"
"6738","W95059","CF83 3GH","Aneurin Bevan",92,7,5,0,12,2020,"April","W01001372"
"6739","W95059","CF83 3GH","Aneurin Bevan",93,4,3,0,7,2020,"April","W01001372"
"6740","W95059","CF83 3GH","Aneurin Bevan",94,3,6,0,9,2020,"April","W01001372"
"6741","W95065","CF82 7WX","Aneurin Bevan",0,46,49,0,95,2020,"April","W01001433"
"6742","W95065","CF82 7WX","Aneurin Bevan",1,73,50,0,123,2020,"April","W01001433"
"6743","W95065","CF82 7WX","Aneurin Bevan",2,76,68,0,144,2020,"April","W01001433"
"6744","W95065","CF82 7WX","Aneurin Bevan",3,67,74,0,141,2020,"April","W01001433"
"6745","W95065","CF82 7WX","Aneurin Bevan",4,87,89,0,176,2020,"April","W01001433"
"6746","W95065","CF82 7WX","Aneurin Bevan",5,75,63,0,138,2020,"April","W01001433"
"6747","W95065","CF82 7WX","Aneurin Bevan",6,77,78,0,155,2020,"April","W01001433"
"6748","W95065","CF82 7WX","Aneurin Bevan",7,97,84,0,181,2020,"April","W01001433"
"6749","W95065","CF82 7WX","Aneurin Bevan",8,90,73,0,163,2020,"April","W01001433"
"6750","W95065","CF82 7WX","Aneurin Bevan",9,85,82,0,167,2020,"April","W01001433"
"6751","W95065","CF82 7WX","Aneurin Bevan",10,87,86,0,173,2020,"April","W01001433"
"6752","W95065","CF82 7WX","Aneurin Bevan",11,77,90,0,167,2020,"April","W01001433"
"6753","W95065","CF82 7WX","Aneurin Bevan",12,76,81,0,157,2020,"April","W01001433"
"6754","W95065","CF82 7WX","Aneurin Bevan",13,78,83,0,161,2020,"April","W01001433"
"6755","W95065","CF82 7WX","Aneurin Bevan",14,83,68,0,151,2020,"April","W01001433"
"6756","W95065","CF82 7WX","Aneurin Bevan",15,82,81,0,163,2020,"April","W01001433"
"6757","W95065","CF82 7WX","Aneurin Bevan",16,82,88,0,170,2020,"April","W01001433"
"6758","W95065","CF82 7WX","Aneurin Bevan",17,76,80,0,156,2020,"April","W01001433"
"6759","W95065","CF82 7WX","Aneurin Bevan",18,79,70,0,149,2020,"April","W01001433"
"6760","W95065","CF82 7WX","Aneurin Bevan",19,81,60,0,141,2020,"April","W01001433"
"6761","W95065","CF82 7WX","Aneurin Bevan",20,85,63,0,148,2020,"April","W01001433"
"6762","W95065","CF82 7WX","Aneurin Bevan",21,70,67,0,137,2020,"April","W01001433"
"6763","W95065","CF82 7WX","Aneurin Bevan",22,80,77,0,157,2020,"April","W01001433"
"6764","W95065","CF82 7WX","Aneurin Bevan",23,80,77,0,157,2020,"April","W01001433"
"6765","W95065","CF82 7WX","Aneurin Bevan",24,80,64,0,144,2020,"April","W01001433"
"6766","W95065","CF82 7WX","Aneurin Bevan",25,81,67,0,148,2020,"April","W01001433"
"6767","W95065","CF82 7WX","Aneurin Bevan",26,87,77,0,164,2020,"April","W01001433"
"6768","W95065","CF82 7WX","Aneurin Bevan",27,66,80,0,146,2020,"April","W01001433"
"6769","W95065","CF82 7WX","Aneurin Bevan",28,101,80,0,181,2020,"April","W01001433"
"6770","W95065","CF82 7WX","Aneurin Bevan",29,90,64,0,154,2020,"April","W01001433"
"6771","W95065","CF82 7WX","Aneurin Bevan",30,79,89,0,168,2020,"April","W01001433"
"6772","W95065","CF82 7WX","Aneurin Bevan",31,86,99,0,185,2020,"April","W01001433"
"6773","W95065","CF82 7WX","Aneurin Bevan",32,87,113,0,200,2020,"April","W01001433"
"6774","W95065","CF82 7WX","Aneurin Bevan",33,86,95,0,181,2020,"April","W01001433"
"6775","W95065","CF82 7WX","Aneurin Bevan",34,88,88,0,176,2020,"April","W01001433"
"6776","W95065","CF82 7WX","Aneurin Bevan",35,100,89,0,189,2020,"April","W01001433"
"6777","W95065","CF82 7WX","Aneurin Bevan",36,88,100,0,188,2020,"April","W01001433"
"6778","W95065","CF82 7WX","Aneurin Bevan",37,93,83,0,176,2020,"April","W01001433"
"6779","W95065","CF82 7WX","Aneurin Bevan",38,87,104,0,191,2020,"April","W01001433"
"6780","W95065","CF82 7WX","Aneurin Bevan",39,94,96,0,190,2020,"April","W01001433"
"6781","W95065","CF82 7WX","Aneurin Bevan",40,89,93,0,182,2020,"April","W01001433"
"6782","W95065","CF82 7WX","Aneurin Bevan",41,78,91,0,169,2020,"April","W01001433"
"6783","W95065","CF82 7WX","Aneurin Bevan",42,78,68,0,146,2020,"April","W01001433"
"6784","W95065","CF82 7WX","Aneurin Bevan",43,81,79,0,160,2020,"April","W01001433"
"6785","W95065","CF82 7WX","Aneurin Bevan",44,66,67,0,133,2020,"April","W01001433"
"6786","W95065","CF82 7WX","Aneurin Bevan",45,92,101,0,193,2020,"April","W01001433"
"6787","W95065","CF82 7WX","Aneurin Bevan",46,89,71,0,160,2020,"April","W01001433"
"6788","W95065","CF82 7WX","Aneurin Bevan",47,105,86,0,191,2020,"April","W01001433"
"6789","W95065","CF82 7WX","Aneurin Bevan",48,89,83,0,172,2020,"April","W01001433"
"6790","W95065","CF82 7WX","Aneurin Bevan",49,92,96,0,188,2020,"April","W01001433"
"6791","W95065","CF82 7WX","Aneurin Bevan",50,98,91,0,189,2020,"April","W01001433"
"6792","W95065","CF82 7WX","Aneurin Bevan",51,110,104,0,214,2020,"April","W01001433"
"6793","W95065","CF82 7WX","Aneurin Bevan",52,106,83,0,189,2020,"April","W01001433"
"6794","W95065","CF82 7WX","Aneurin Bevan",53,78,85,0,163,2020,"April","W01001433"
"6795","W95065","CF82 7WX","Aneurin Bevan",54,115,98,0,213,2020,"April","W01001433"
"6796","W95065","CF82 7WX","Aneurin Bevan",55,96,108,0,204,2020,"April","W01001433"
"6797","W95065","CF82 7WX","Aneurin Bevan",56,101,97,0,198,2020,"April","W01001433"
"6798","W95065","CF82 7WX","Aneurin Bevan",57,96,101,0,197,2020,"April","W01001433"
"6799","W95065","CF82 7WX","Aneurin Bevan",58,92,100,0,192,2020,"April","W01001433"
"6800","W95065","CF82 7WX","Aneurin Bevan",59,65,102,0,167,2020,"April","W01001433"
"6801","W95065","CF82 7WX","Aneurin Bevan",60,97,83,0,180,2020,"April","W01001433"
"6802","W95065","CF82 7WX","Aneurin Bevan",61,82,85,0,167,2020,"April","W01001433"
"6803","W95065","CF82 7WX","Aneurin Bevan",62,79,98,0,177,2020,"April","W01001433"
"6804","W95065","CF82 7WX","Aneurin Bevan",63,94,94,0,188,2020,"April","W01001433"
"6805","W95065","CF82 7WX","Aneurin Bevan",64,85,78,0,163,2020,"April","W01001433"
"6806","W95065","CF82 7WX","Aneurin Bevan",65,71,89,0,160,2020,"April","W01001433"
"6807","W95065","CF82 7WX","Aneurin Bevan",66,81,92,0,173,2020,"April","W01001433"
"6808","W95065","CF82 7WX","Aneurin Bevan",67,76,81,0,157,2020,"April","W01001433"
"6809","W95065","CF82 7WX","Aneurin Bevan",68,74,78,0,152,2020,"April","W01001433"
"6810","W95065","CF82 7WX","Aneurin Bevan",69,70,81,0,151,2020,"April","W01001433"
"6811","W95065","CF82 7WX","Aneurin Bevan",70,84,84,0,168,2020,"April","W01001433"
"6812","W95065","CF82 7WX","Aneurin Bevan",71,64,80,0,144,2020,"April","W01001433"
"6813","W95065","CF82 7WX","Aneurin Bevan",72,61,84,0,145,2020,"April","W01001433"
"6814","W95065","CF82 7WX","Aneurin Bevan",73,73,90,0,163,2020,"April","W01001433"
"6815","W95065","CF82 7WX","Aneurin Bevan",74,54,70,0,124,2020,"April","W01001433"
"6816","W95065","CF82 7WX","Aneurin Bevan",75,49,65,0,114,2020,"April","W01001433"
"6817","W95065","CF82 7WX","Aneurin Bevan",76,62,54,0,116,2020,"April","W01001433"
"6818","W95065","CF82 7WX","Aneurin Bevan",77,54,49,0,103,2020,"April","W01001433"
"6819","W95065","CF82 7WX","Aneurin Bevan",78,35,38,0,73,2020,"April","W01001433"
"6820","W95065","CF82 7WX","Aneurin Bevan",79,40,51,0,91,2020,"April","W01001433"
"6821","W95065","CF82 7WX","Aneurin Bevan",80,42,35,0,77,2020,"April","W01001433"
"6822","W95065","CF82 7WX","Aneurin Bevan",81,32,45,0,77,2020,"April","W01001433"
"6823","W95065","CF82 7WX","Aneurin Bevan",82,29,39,0,68,2020,"April","W01001433"
"6824","W95065","CF82 7WX","Aneurin Bevan",83,21,36,0,57,2020,"April","W01001433"
"6825","W95065","CF82 7WX","Aneurin Bevan",84,28,40,0,68,2020,"April","W01001433"
"6826","W95065","CF82 7WX","Aneurin Bevan",85,20,26,0,46,2020,"April","W01001433"
"6827","W95065","CF82 7WX","Aneurin Bevan",86,16,30,0,46,2020,"April","W01001433"
"6828","W95065","CF82 7WX","Aneurin Bevan",87,20,19,0,39,2020,"April","W01001433"
"6829","W95065","CF82 7WX","Aneurin Bevan",88,15,21,0,36,2020,"April","W01001433"
"6830","W95065","CF82 7WX","Aneurin Bevan",89,9,17,0,26,2020,"April","W01001433"
"6831","W95065","CF82 7WX","Aneurin Bevan",90,6,12,0,18,2020,"April","W01001433"
"6832","W95065","CF82 7WX","Aneurin Bevan",91,11,5,0,16,2020,"April","W01001433"
"6833","W95065","CF82 7WX","Aneurin Bevan",92,2,7,0,9,2020,"April","W01001433"
"6834","W95065","CF82 7WX","Aneurin Bevan",93,3,8,0,11,2020,"April","W01001433"
"6835","W95065","CF82 7WX","Aneurin Bevan",94,2,6,0,8,2020,"April","W01001433"
"6836","W95068","CF81 8SA","Aneurin Bevan",0,51,64,0,115,2020,"April","W01001337"
"6837","W95068","CF81 8SA","Aneurin Bevan",1,65,59,0,124,2020,"April","W01001337"
"6838","W95068","CF81 8SA","Aneurin Bevan",2,65,64,0,129,2020,"April","W01001337"
"6839","W95068","CF81 8SA","Aneurin Bevan",3,72,66,0,138,2020,"April","W01001337"
"6840","W95068","CF81 8SA","Aneurin Bevan",4,63,90,0,153,2020,"April","W01001337"
"6841","W95068","CF81 8SA","Aneurin Bevan",5,67,64,0,131,2020,"April","W01001337"
"6842","W95068","CF81 8SA","Aneurin Bevan",6,58,74,0,132,2020,"April","W01001337"
"6843","W95068","CF81 8SA","Aneurin Bevan",7,68,64,0,132,2020,"April","W01001337"
"6844","W95068","CF81 8SA","Aneurin Bevan",8,54,66,0,120,2020,"April","W01001337"
